Variable Position	Variable Name	Code	Label
26	occ10	5320	Library assistants  clerical
26	occ10	5310	Interviewers  except eligibility and loan
26	occ10	5300	Hotel  motel  and resort desk clerks
26	occ10	5260	File clerks
26	occ10	5250	Eligibility interviewers  government programs
26	occ10	5240	Customer service representatives
26	occ10	5230	Credit authorizers  checkers  and clerks
26	occ10	5220	Court  municipal  and license clerks
26	occ10	5210	Correspondence clerks
26	occ10	5200	Brokerage clerks
26	occ10	5165	Financial clerks  all other
26	occ10	5160	Tellers
26	occ10	5150	Procurement clerks
26	occ10	5140	Payroll and timekeeping clerks
26	occ10	5130	Gaming cage workers
26	occ10	5120	Bookkeeping  accounting  and auditing clerks
26	occ10	5110	Billing and posting clerks
26	occ10	5100	Bill and account collectors
26	occ10	5030	Communications  equipment operators  all other
26	occ10	5020	Telephone operators
26	occ10	5010	Switchboard operators  including answering service
26	occ10	5000	Firsttoline supervisors of office and administrative support workers
26	occ10	4965	Sales and related workers  all other
26	occ10	4950	Doortototodoor sales workers  news and street vendors  and related workers
26	occ10	4940	Telemarketers
26	occ10	4930	Sales engineers
26	occ10	4920	Real estate brokers and sales agents
26	occ10	4900	Models  demonstrators  and product promoters
26	occ10	4850	Sales representatives   wholesale and manufacturing
26	occ10	4840	Sales representatives  services  all other
26	occ10	4830	Travel agents
26	occ10	4820	Securities  commodities  and financial services sales agents
26	occ10	4810	Insurance sales agents
26	occ10	4800	Advertising sales agents
26	occ10	4760	Retail salespersons
26	occ10	4750	Parts salespersons
26	occ10	4740	Counter and rental clerks
26	occ10	4720	Cashiers
26	occ10	4710	Firsttoline supervisors of nontoretail sales workers
26	occ10	4700	Firsttoline supervisors of retail sales workers
26	occ10	4650	Personal care and service workers  all other
26	occ10	4640	Residential advisors
26	occ10	4620	Recreation and fitness workers
26	occ10	4610	Personal care aides
26	occ10	4600	Childcare workers
26	occ10	4540	Tour and travel guides
26	occ10	4530	Baggage porters  bellhops  and concierges
26	occ10	4520	Miscellaneous personal appearance workers
26	occ10	4510	Hairdressers  hairstylists  and cosmetologists
26	occ10	4500	Barbers
26	occ10	4465	Morticians  undertakers  and funeral directors
26	occ10	4460	Embalmers and funeral attendants
26	occ10	4430	Miscellaneous entertainment attendants and related workers
26	occ10	4420	Ushers  lobby attendants  and ticket takers
26	occ10	4410	Motion picture projectionists
26	occ10	4400	Gaming services workers
26	occ10	4350	Nonfarm animal caretakers
26	occ10	4340	Animal trainers
26	occ10	4320	Firsttoline supervisors of personal service workers
26	occ10	4300	Firsttoline supervisors of gaming workers
26	occ10	4250	Grounds maintenance workers
26	occ10	4240	Pest control workers
26	occ10	4230	Maids and housekeeping cleaners
26	occ10	4220	Janitors and building cleaners
26	occ10	4210	Firsttoline supervisors of landscaping  lawn service  and groundskeeping workers
26	occ10	4200	Firsttoline supervisors of housekeeping and janitorial workers
26	occ10	4160	Food preparation and serving related workers  all other
26	occ10	4150	Hosts and hostesses  restaurant  lounge  and coffee shop
26	occ10	4140	Dishwashers
26	occ10	4130	Dining room and cafeteria attendants and bartender helpers
26	occ10	4120	Food servers  nonrestaurant
26	occ10	4110	Waiters and waitresses
26	occ10	4060	Counter attendants  cafeteria  food concession  and coffee shop
26	occ10	4050	Combined food preparation and serving workers  including fast food
26	occ10	4040	Bartenders
26	occ10	4030	Food preparation workers
26	occ10	4020	Cooks
26	occ10	4010	Firsttoline supervisors of food preparation and serving workers
26	occ10	4000	Chefs and head cooks
26	occ10	3955	Lifeguards and other recreational  and all other protective service workers
26	occ10	3945	Transportation security screeners
26	occ10	3940	Crossing guards
26	occ10	3930	Security guards and gaming surveillance officers
26	occ10	3910	Private detectives and investigators
26	occ10	3900	Animal control workers
26	occ10	3860	Transit and railroad police
26	occ10	3850	Police and sheriffs patrol officers
26	occ10	3840	Parking enforcement workers
26	occ10	3830	Fish and game wardens
26	occ10	3820	Detectives and criminal investigators
26	occ10	3800	Bailiffs  correctional officers  and jailers
26	occ10	3750	Fire inspectors
26	occ10	3740	Firefighters
26	occ10	3730	Firsttoline supervisors of protective service workers  all other
26	occ10	3720	Firsttoline supervisors of fire fighting and prevention workers
26	occ10	3710	Firsttoline supervisors of police and detectives
26	occ10	3700	Firsttoline supervisors of correctional officers
26	occ10	3655	Miscellaneous healthcare support occupations  including medical equipment preparers
26	occ10	3649	Phlebotomists
26	occ10	3648	Veterinary assistants and laboratory animal caretakers
26	occ10	3647	Pharmacy aides
26	occ10	3646	Medical transcriptionists
26	occ10	3645	Medical assistants
26	occ10	3640	Dental assistants
26	occ10	3630	Massage therapists
26	occ10	3620	Physical therapist assistants and aides
26	occ10	3610	Occupational therapy assistants and aides
26	occ10	3600	Nursing  psychiatric  and home health aides
26	occ10	3540	Other healthcare practitioners and technical occupations
26	occ10	3535	Miscellaneous health technologists and technicians
26	occ10	3520	Opticians  dispensing
26	occ10	3510	Medical records and health information technicians
26	occ10	3500	Licensed practical and licensed vocational nurses
26	occ10	3420	Health practitioner support technologists and technicians
26	occ10	3400	Emergency medical technicians and paramedics
26	occ10	3320	Diagnostic related technologists and technicians
26	occ10	3310	Dental hygienists
26	occ10	3300	Clinical laboratory technologists and technicians
26	occ10	3260	Health diagnosing and treating practitioners  all other
26	occ10	3258	Nurse practitioners
26	occ10	3257	Nurse midwives
26	occ10	3256	Nurse anesthetists
26	occ10	3255	Registered nurses
26	occ10	3250	Veterinarians
26	occ10	3245	Therapists  all other
26	occ10	3235	Exercise physiologists
26	occ10	3230	Speechtolanguage  pathologists
26	occ10	3220	Respiratory therapists
26	occ10	3210	Recreational therapists
26	occ10	3200	Radiation therapists
26	occ10	3160	Physical therapists
26	occ10	3150	Occupational therapists
26	occ10	3140	Audiologists
26	occ10	3120	Podiatrists
26	occ10	3110	Physician assistants
26	occ10	3060	Physicians and surgeons
26	occ10	3050	Pharmacists
26	occ10	3040	Optometrists
26	occ10	3030	Dietitians and nutritionists
26	occ10	3010	Dentists
26	occ10	3000	Chiropractors
26	occ10	2960	Media and communication  equipment workers  all other
26	occ10	2920	Television  video  and motion picture camera operators and
26	occ10	2910	Photographers
26	occ10	2900	Broadcast and sound engineering technicians and radio
26	occ10	2860	Miscellaneous media and communication  workers
26	occ10	2850	Writers and authors
26	occ10	2840	Technical writers
26	occ10	2830	Editors
26	occ10	2825	Public relations specialists
26	occ10	2810	News analysts  reporters and correspondents
26	occ10	2800	Announcers
26	occ10	2760	Entertainers and performers  sports and related workers  all other
26	occ10	2750	Musicians  singers  and related workers
26	occ10	2740	Dancers and choreographers
26	occ10	2720	Athletes  coaches  umpires  and related workers
26	occ10	2710	Producers and directors
26	occ10	2700	Actors
26	occ10	2630	Designers
26	occ10	2600	Artists and related workers
26	occ10	2550	Other education  training  and library workers
26	occ10	2540	Teacher assistants
26	occ10	2440	Library technicians
26	occ10	2430	Librarians
26	occ10	2400	Archivists  curators  and museum technicians
26	occ10	2340	Other teachers and instructors
26	occ10	2330	Special education teachers
26	occ10	2320	Secondary school teachers
26	occ10	2310	Elementary and middle school teachers
26	occ10	2300	Preschool and kindergarten teachers
26	occ10	2200	Postsecondary teachers
26	occ10	2160	Miscellaneous legal support workers
26	occ10	2145	Paralegals and legal assistants
26	occ10	2110	Judges  magistrates  and other judicial workers
26	occ10	2105	Judicial law clerks
26	occ10	2100	Lawyers
26	occ10	2060	Religious workers  all other
26	occ10	2050	Directors  religious activities and education
26	occ10	2040	Clergy
26	occ10	2025	Miscellaneous community and social service specialists 
26	occ10	2016	Social and human service assistants
26	occ10	2015	Probation officers and correctional treatment specialists
26	occ10	2010	Social workers
26	occ10	2000	Counselors
26	occ10	1965	Miscellaneous life  physical  and social science technicians
26	occ10	1950	Social science research assistants
26	occ10	1940	Nuclear technicians
26	occ10	1930	Geological and petroleum technicians
26	occ10	1920	Chemical technicians
26	occ10	1910	Biological technicians
26	occ10	1900	Agricultural and food science technicians
26	occ10	1860	Miscellaneous social scientists and related workers
26	occ10	1840	Urban and regional planners
26	occ10	1830	Sociologists
26	occ10	1820	Psychologists
26	occ10	1815	Survey researchers
26	occ10	1800	Economists
26	occ10	1760	Physical scientists  all other
26	occ10	1740	Environmental scientists and geoscientists
26	occ10	1720	Chemists and materials scientists
26	occ10	1710	Atmospheric and space scientists
26	occ10	1700	Astronomers and physicists
26	occ10	1660	Life scientists  all other
26	occ10	1650	Medical scientists
26	occ10	1640	Conservation scientists and foresters
26	occ10	1610	Biological scientists
26	occ10	1600	Agricultural and food scientists
26	occ10	1560	Surveying and mapping technicians
26	occ10	1550	Engineering technicians  except drafters
26	occ10	1540	Drafters
26	occ10	1530	Engineers  all other
26	occ10	1520	Petroleum engineers
26	occ10	1510	Nuclear engineers
26	occ10	1500	Mining and geological engineers  including mining safety engineers
26	occ10	1460	Mechanical engineers
26	occ10	1450	Materials engineers
26	occ10	1440	Marine engineers and naval architects
26	occ10	1430	Industrial engineers  including health and safety
26	occ10	1420	Environmental engineers
26	occ10	1410	Electrical and electronics engineers
26	occ10	1400	Computer hardware engineers
26	occ10	1360	Civil engineers
26	occ10	1350	Chemical engineers
26	occ10	1340	Biomedical engineers
26	occ10	1330	Agricultural engineers
26	occ10	1320	Aerospace engineers
26	occ10	1310	Surveyors  cartographers  and photogrammetrists
26	occ10	1300	Architects  except naval
26	occ10	1240	Miscellaneous mathematical science occupations
26	occ10	1230	Statisticians
26	occ10	1220	Operations research analysts
26	occ10	1210	Mathematicians
26	occ10	1200	Actuaries
26	occ10	1107	Computer occupations  all other
26	occ10	1106	Computer network architects
26	occ10	1105	Network and computer systems administrators
26	occ10	1060	Database administrators
26	occ10	1050	Computer support specialists
26	occ10	1030	Web developers
26	occ10	1020	Software developers  applications and systems software
26	occ10	1010	Computer programmers
26	occ10	1007	Information security analysts
26	occ10	1006	Computer systems analysts
26	occ10	1005	Computer and information research scientists
26	occ10	950	Financial specialists  all other
26	occ10	940	Tax preparers
26	occ10	930	Tax examiners and collectors  and revenue agents
26	occ10	910	Credit counselors and loan officers
26	occ10	900	Financial examiners
26	occ10	860	Insurance underwriters
26	occ10	850	Personal financial advisors
26	occ10	840	Financial analysts
26	occ10	830	Credit analysts
26	occ10	820	Budget analysts
26	occ10	810	Appraisers and assessors of real estate
26	occ10	800	Accountants and auditors
26	occ10	740	Business operations specialists  all other
26	occ10	735	Market research analysts and marketing specialists
26	occ10	726	Fundraisers
26	occ10	725	Meeting  convention  and event planners
26	occ10	710	Management analysts
26	occ10	700	Logisticians
26	occ10	650	Training and development specialists
26	occ10	640	Compensation  benefits  and job analysis specialists
26	occ10	630	Human resources workers
26	occ10	600	Cost estimators
26	occ10	565	Compliance officers
26	occ10	540	Claims adjusters  appraisers  examiners  and investigators
26	occ10	530	Purchasing agents  except wholesale  retail  and farm products
26	occ10	520	Wholesale and retail buyers  except farm products
26	occ10	510	Buyers and purchasing agents  farm products
26	occ10	500	Agents and business managers of artists  performers 
26	occ10	430	Managers  all other
26	occ10	425	Emergency management directors
26	occ10	420	Social and community service managers
26	occ10	410	Property  real estate  and community association managers
26	occ10	400	Postmasters and mail superintendents
26	occ10	360	Natural sciences managers
26	occ10	350	Medical and health services managers
26	occ10	340	Lodging managers
26	occ10	330	Gaming managers
26	occ10	325	Funeral service managers
26	occ10	310	Food service managers
26	occ10	300	Architectural and engineering managers
26	occ10	230	Education administrators
26	occ10	220	Construction managers
26	occ10	205	Farmers  ranchers  and other agricultural managers
26	occ10	160	Transportation  storage  and distribution managers
26	occ10	150	Purchasing managers
26	occ10	140	Industrial production managers
26	occ10	137	Training and development managers
26	occ10	136	Human resources managers
26	occ10	135	Compensation and benefits managers
26	occ10	120	Financial managers
26	occ10	110	Computer and information systems managers
26	occ10	100	Administrative services managers
26	occ10	60	Public relations and fundraising managers
26	occ10	50	Marketing and sales managers
26	occ10	40	Advertising and promotions managers
26	occ10	30	Legislators
26	occ10	20	General and operations managers
26	occ10	10	Chief executives
26	occ10	0	Not applicable
27	wrkslf	9	No answer
27	wrkslf	8	Dont know
27	wrkslf	2	Someone else
27	wrkslf	1	Selftoemployed
27	wrkslf	0	Not applicable
28	evwork	9	No answer
28	evwork	8	Dont know
28	evwork	2	No
28	evwork	1	Yes
28	evwork	0	Not applicable
29	hrs2	99	No answer
29	hrs2	98	Dont know
29	hrs2	to1	Not applicable
30	hrs1	99	No answer
30	hrs1	98	Dont know
30	hrs1	to1	Not applicable
31	wrkstat	9	No answer
31	wrkstat	8	Other
31	wrkstat	7	Keeping house
31	wrkstat	6	School
31	wrkstat	5	Retired
31	wrkstat	4	Unempl  laid off
31	wrkstat	3	Temp not working
31	wrkstat	2	Working parttime
31	wrkstat	1	Working fulltime
31	wrkstat	0	Not applicable
33	divorce	9	No answer
33	divorce	8	Dont know
33	divorce	2	No
33	divorce	1	Yes
33	divorce	0	Not applicable
34	spwrksta	9	No answer
34	spwrksta	8	Other
34	spwrksta	7	Keeping house
34	spwrksta	6	School
34	spwrksta	5	Retired
34	spwrksta	4	Unempl  laid off
34	spwrksta	3	Temp not working
34	spwrksta	2	Working parttime
34	spwrksta	1	Working fulltime
34	spwrksta	0	Not applicable
35	childs	9	Dk na
35	childs	8	Eight or more
36	family16	9	No answer
36	family16	8	M and f relatives
36	family16	7	Female relative
36	family16	6	Male relative
36	family16	5	Mother
36	family16	4	Father
36	family16	3	Mother  and stpfather
36	family16	2	Father  and stpmother
36	family16	1	Mother  and father
36	family16	0	Other
36	family16	to1	Not applicable
37	mobile16	9	No answer
37	mobile16	8	Dont know
37	mobile16	3	Different state
37	mobile16	2	Same st dif city
37	mobile16	1	Same city
37	mobile16	0	Not applicable
38	reg16	9	Pacific
38	reg16	8	Mountain
38	reg16	7	W  sou  central
38	reg16	6	E  sou  central
38	reg16	5	South atlantic
38	reg16	4	W  nor  central
38	reg16	3	E  nor  central
38	reg16	2	Middle atlantic
38	reg16	1	New england
38	reg16	0	Foreign
39	res16	9	No answer
39	res16	8	Dont know
39	res16	6	City gt 250000
39	res16	5	Bigtocity suburb
39	res16	4	50000 to 250000
39	res16	3	Town lt 50000
39	res16	2	Farm
39	res16	1	Country nonfarm
39	res16	0	Not applicable
40	race	3	Other
40	race	2	Black
40	race	1	White
40	race	0	Not applicable
41	sex	2	Female
41	sex	1	Male
42	degree	9	No answer
42	degree	8	Dont know
42	degree	7	Not applicable
42	degree	4	5 Graduate
42	degree	3	4 Bachelor
42	degree	2	3 Junior college
42	degree	1	2 High school
42	degree	0	1 Lt high school
43	educ	99	No answer
43	educ	98	Dont know
43	educ	97	Not applicable
44	age	99	No answer
44	age	98	Dont know
44	age	89	89 or older
